45447.4906944 1.703124
45447.4907176 1.703123
45447.4907407 1.703122
45447.4907639 1.703122
45447.4907870 1.703121
45447.4908102 1.703120
45447.4908333 1.703119
45447.4908565 1.703118
45447.4908796 1.703118
45447.4909028 1.703117
45447.4909259 1.703116
45447.4909491 1.703115
45447.4909722 1.703115
45447.4909954 1.703114
45447.4910185 1.703113
45447.4910417 1.703112
45447.4910648 1.703112
45447.4910880 1.703111
45447.4911111 1.703110
45447.4911343 1.703109
45447.4911574 1.703108
45447.4911806 1.703108
45447.4912037 1.703107
45447.4912269 1.703106
45447.4912500 1.703105
45447.4912731 1.703104
45447.4912963 1.703104
45447.4913194 1.703103
45447.4913426 1.703102
45447.4913657 1.703102
45447.4913889 1.703101
45447.4914120 1.703100
45447.4914352 1.703099
45447.4914583 1.703098
45447.4914815 1.703098
45447.4915046 1.703097
45447.4915278 1.703096
45447.4915509 1.703095
45447.4915741 1.703094
45447.4915972 1.703094
45447.4916204 1.703093
45447.4916435 1.703092
45447.4916667 1.703091
45447.4916898 1.703090
45447.4917130 1.703090
45447.4917361 1.703089
45447.4917593 1.703088
45447.4917824 1.703087
45447.4918056 1.703087
45447.4918287 1.703086
45447.4918519 1.703085
45447.4918750 1.703084
45447.4918981 1.703084
45447.4919213 1.703083
45447.4919444 1.703082
45447.4919676 1.703082
45447.4919907 1.703081
45447.4920139 1.703080
45447.4920370 1.703080
45447.4920602 1.703079
45447.4920833 1.703078
45447.4921065 1.703077
45447.4921296 1.703076
45447.4921528 1.703076
45447.4921759 1.703075
45447.4921991 1.703074
45447.4922222 1.703074
45447.4922454 1.703073
45447.4922685 1.703072
45447.4922917 1.703071
45447.4923148 1.703070
45447.4923380 1.703069
45447.4923611 1.703068
45447.4923843 1.703068
45447.4924074 1.703067
45447.4924306 1.703066
45447.4924537 1.703065
45447.4924769 1.703065
45447.4925000 1.703064
45447.4925231 1.703063
45447.4925463 1.703062
45447.4925694 1.703062
45447.4925926 1.703061
45447.4926157 1.703060
45447.4926389 1.703059
45447.4926620 1.703059
45447.4926852 1.703058
45447.4927083 1.703057
45447.4927315 1.703056
45447.4927546 1.703056
45447.4927778 1.703055
45447.4928009 1.703054
45447.4928241 1.703053
45447.4928472 1.703052
45447.4928704 1.703052
45447.4928935 1.703051
45447.4929167 1.703050
45447.4929398 1.703049
45447.4929630 1.703048
45447.4929861 1.703048
45447.4930093 1.703047
45447.4930324 1.703046
45447.4930556 1.703045
45447.4930787 1.703045
45447.4931019 1.703044
45447.4931250 1.703043
45447.4931481 1.703042
45447.4931713 1.703041
45447.4931944 1.703041
45447.4932176 1.703040
45447.4932292 1.703039
45447.4932523 1.703038
45447.4932755 1.703038
45447.4932986 1.703037
45447.4933218 1.703036
45447.4933449 1.703035
45447.4933681 1.703035
45447.4933912 1.703034
45447.4934144 1.703033
45447.4934375 1.703032
45447.4934606 1.703031
45447.4934838 1.703031
45447.4935069 1.703030
45447.4935301 1.703029
45447.4935532 1.703029
45447.4935764 1.703028
45447.4935995 1.703027
45447.4936227 1.703026
45447.4936458 1.703025
45447.4936690 1.703025
45447.4936921 1.703024
45447.4937153 1.703023
45447.4937384 1.703022
45447.4937616 1.703022
45447.4937847 1.703021
45447.4938079 1.703020
45447.4938310 1.703019
45447.4938542 1.703019
45447.4938773 1.703018
45447.4939005 1.703017
45447.4939236 1.703016
45447.4939468 1.703016
45447.4939699 1.703015
45447.4939931 1.703014
45447.4940162 1.703013
45447.4940394 1.703013
45447.4940625 1.703012
45447.4940856 1.703011
45447.4941088 1.703010
45447.4941319 1.703009
45447.4941551 1.703066
45447.4941782 1.703065
45447.4942014 1.703064
45447.4942245 1.703063
45447.4942477 1.703063
45447.4942708 1.703062
45447.4942940 1.703061
45447.4943171 1.703060
45447.4943403 1.703060
45447.4943634 1.703059
45447.4943866 1.703058
45447.4944097 1.703057
45447.4944329 1.703057
45447.4944560 1.703056
45447.4944792 1.703055
45447.4945023 1.703054
45447.4945255 1.703053
45447.4945486 1.703053
45447.4945718 1.703052
45447.4945949 1.703051
45447.4946181 1.703050
45447.4946412 1.703050
45447.4946644 1.703049
45447.4946875 1.703048
45447.4947106 1.703047
45447.4947338 1.703047
45447.4947569 1.703046
45447.4947801 1.703045
45447.4948032 1.703044
45447.4948264 1.703043
45447.4948495 1.703043
45447.4948727 1.703042
45447.4948958 1.703041
45447.4949190 1.703040
45447.4949421 1.703040
45447.4949653 1.703039
45447.4949884 1.703038
45447.4950116 1.703037
45447.4950347 1.703037
45447.4950579 1.703036
45447.4950810 1.703035
45447.4951042 1.703034
45447.4951273 1.703033
45447.4951505 1.703033
45447.4951736 1.703032
45447.4951968 1.703031
45447.4952199 1.703030
45447.4952431 1.703030
45447.4952662 1.703029
45447.4952894 1.703028
45447.4953125 1.703027
45447.4953356 1.703027
45447.4953588 1.703026
45447.4953819 1.703025
45447.4954051 1.703024
45447.4954282 1.703023
45447.4954514 1.703023
45447.4954745 1.703022
45447.4954977 1.703021
45447.4955208 1.703020
45447.4955440 1.703020
45447.4955671 1.703019
45447.4955903 1.703018
45447.4956134 1.703017
45447.4956366 1.703017
45447.4956597 1.703016
45447.4956829 1.703015
45447.4957060 1.703014
45447.4957292 1.703013
45447.4957523 1.703013
45447.4957755 1.703012
45447.4957986 1.703011
45447.4958218 1.703010
45447.4958449 1.703010
45447.4958681 1.703009
45447.4958912 1.703008
45447.4959144 1.703007
45447.4959375 1.703007
45447.4959606 1.703006
45447.4959838 1.703005
45447.4960069 1.703004
45447.4960301 1.703004
45447.4960532 1.703003
45447.4960764 1.703002
45447.4960995 1.703001
45447.4961227 1.703000
45447.4961458 1.703000
45447.4961690 1.702999
45447.4961921 1.702998
45447.4962153 1.702997
45447.4962384 1.702997
45447.4962616 1.702996
45447.4962847 1.702995
45447.4963079 1.702994
45447.4963310 1.702993
45447.4963542 1.702993
45447.4963773 1.702992
45447.4964005 1.702991
45447.4964236 1.702990
45447.4964468 1.702990
45447.4964699 1.702989
45447.4964931 1.702988
45447.4965162 1.702987
45447.4965394 1.702987
45447.4965625 1.702986
45447.4965856 1.702985
45447.4966088 1.702984
45447.4966319 1.702983
45447.4966551 1.702983
45447.4966782 1.702982
45447.4967014 1.702981
45447.4967245 1.702980
45447.4967477 1.702980
45447.4967708 1.702979
45447.4967940 1.702978
45447.4968171 1.702977
45447.4968403 1.702977
45447.4968634 1.702976
45447.4968866 1.702975
45447.4969097 1.702974
45447.4969329 1.702973
45447.4969560 1.702973
45447.4969792 1.702972
45447.4970023 1.702971
45447.4970255 1.702970
45447.4970486 1.702970
